time,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,willRain
2021-01-12,1.4,-1.6,6.1,3.0,0.0,117.1,17.6,1024.7,1.0
2021-01-13,7.1,-1.6,10.0,2.5,0.0,13.7,19.8,1025.3,1.0
2021-01-14,2.0,-2.1,8.3,0.0,0.0,133.5,6.1,1035.7,0.0
2021-01-15,0.6,-2.7,3.3,0.0,0.0,348.7,6.8,1032.7,0.0
2021-01-16,-0.5,-4.3,5.6,0.0,0.0,350.0,3.2,1031.4,0.0
2021-01-17,1.2,-2.1,6.1,0.0,0.0,336.5,6.8,1028.6,0.0
2021-01-18,0.8,-3.2,7.2,0.0,0.0,340.2,10.1,1028.9,0.0
2021-01-19,-0.3,-6.0,6.1,0.0,0.0,120.8,6.1,1032.3,0.0
2021-01-20,-0.5,-4.9,6.7,0.0,0.0,132.1,8.6,1025.6,0.0
2021-01-21,1.0,-1.6,5.6,0.5,0.0,336.8,4.7,1019.2,1.0
2021-01-22,0.9,0.0,3.3,1.0,0.0,312.2,6.5,1013.1,1.0
2021-01-23,0.6,-3.8,5.0,0.0,0.0,300.4,14.4,1013.0,0.0
2021-01-24,-1.0,-4.3,4.4,0.0,0.0,126.7,16.9,1010.7,0.0
2021-01-25,-0.4,-3.2,2.2,0.0,0.0,253.6,9.4,1007.5,0.0
2021-01-26,-1.6,-5.5,3.3,0.0,0.0,98.3,13.0,1009.8,0.0
2021-01-27,2.9,0.0,8.3,0.0,0.0,121.3,33.5,1006.3,0.0
2021-01-28,6.9,4.4,11.1,0.0,0.0,115.8,25.6,1007.8,0.0
2021-01-29,4.4,1.1,5.6,7.1,0.0,255.0,4.7,1006.2,1.0
2021-01-30,3.0,-0.5,9.4,0.0,0.0,138.0,9.4,1020.6,0.0
2021-01-31,5.0,1.1,11.1,0.0,0.0,135.4,22.7,1024.8,0.0
2021-02-01,5.8,1.7,12.8,0.0,0.0,147.9,20.5,1018.3,0.0
2021-02-02,9.3,2.8,15.0,3.0,0.0,145.3,21.6,1013.5,1.0
2021-02-03,3.1,-0.5,4.4,0.3,0.0,293.5,7.9,1017.6,1.0
2021-02-04,0.7,-3.8,5.6,0.0,0.0,303.1,5.8,1026.1,0.0
2021-02-05,4.2,1.7,10.0,0.3,0.0,345.6,14.8,1019.3,1.0
2021-02-06,4.1,-2.1,10.6,0.0,0.0,321.0,12.2,1016.3,0.0
2021-02-07,5.3,-0.5,8.9,0.0,0.0,333.0,12.2,1012.7,0.0
2021-02-08,0.8,-5.5,5.6,0.0,0.0,321.0,6.5,1014.5,0.0
2021-02-09,1.4,-3.2,7.8,0.0,0.0,304.9,5.8,1016.2,0.0
2021-02-10,0.6,-6.0,10.0,0.0,0.0,86.1,7.2,1017.8,0.0
2021-02-11,0.6,-2.7,2.8,3.6,0.0,344.4,2.5,1016.1,1.0
2021-02-12,-0.7,-2.7,0.0,7.4,50.0,293.5,9.7,1013.5,1.0
2021-02-13,-2.3,-6.0,-0.5,13.2,180.0,311.8,7.2,1009.3,1.0
2021-02-14,-3.4,-9.9,0.6,0.0,230.0,122.5,9.7,1016.6,0.0
2021-02-15,0.8,0.0,3.9,7.6,180.0,117.6,13.7,1008.1,1.0
2021-02-16,2.2,0.6,4.4,1.3,130.0,326.4,12.2,1011.8,1.0
2021-02-17,1.2,-3.2,3.3,0.0,80.0,316.4,14.4,1022.3,0.0
2021-02-18,-2.1,-6.6,2.8,1.0,50.0,129.7,16.9,1028.4,1.0
2021-02-19,1.6,-0.5,6.1,2.3,50.0,128.5,18.0,1020.8,1.0
2021-02-20,1.7,-1.0,5.0,0.5,30.0,304.6,13.7,1020.7,1.0
2021-02-21,0.9,-4.3,6.7,0.0,0.0,10.9,9.0,1033.2,0.0
2021-02-22,4.1,0.6,10.6,0.0,0.0,127.5,14.8,1028.3,0.0
2021-02-23,5.7,0.0,9.4,0.0,0.0,317.0,16.2,1023.8,0.0
2021-02-24,1.8,-3.2,6.1,0.0,0.0,312.8,16.6,1028.6,0.0
2021-02-25,-0.9,-4.3,3.9,0.0,0.0,129.0,17.3,1026.9,0.0
2021-02-26,1.3,-2.7,5.0,0.3,0.0,295.6,17.3,1014.6,1.0
2021-02-27,0.6,-3.8,5.0,0.5,0.0,325.3,13.7,1018.7,1.0
2021-02-28,-1.2,-6.6,5.0,0.0,0.0,116.7,8.6,1029.0,0.0
2021-03-01,2.8,-2.7,11.1,0.0,0.0,121.5,18.4,1025.5,0.0
2021-03-02,5.0,-1.0,13.3,0.0,0.0,122.7,10.1,1018.3,0.0
2021-03-03,6.2,-0.5,15.6,0.0,0.0,138.5,10.4,1012.9,0.0
2021-03-04,7.1,-0.5,17.2,0.0,0.0,128.0,12.2,1019.3,0.0
2021-03-05,11.2,3.9,20.0,0.0,0.0,121.1,30.6,1018.6,0.0
2021-03-06,11.3,1.7,13.9,1.0,0.0,116.3,12.6,1011.0,1.0
2021-03-07,5.6,0.6,13.9,0.0,0.0,108.3,13.3,1018.2,0.0
2021-03-08,5.4,1.1,12.2,0.5,0.0,279.4,6.5,1013.9,1.0
2021-03-09,3.5,-2.1,10.6,0.0,0.0,137.0,7.2,1016.0,0.0
2021-03-10,3.7,-3.8,11.1,0.0,0.0,110.0,6.8,1011.9,0.0
2021-03-11,4.2,-3.8,13.3,0.0,0.0,320.5,7.9,1017.6,0.0
2021-03-12,4.3,-3.2,12.8,0.0,0.0,311.2,9.4,1022.7,0.0
2021-03-13,5.2,-3.2,15.0,0.0,0.0,179.1,9.7,1020.5,0.0
2021-03-15,10.4,2.2,16.7,0.0,0.0,330.6,15.1,1006.3,0.0
2021-03-16,5.8,0.6,13.3,0.0,0.0,315.6,13.7,1013.3,0.0
2021-03-17,7.3,0.0,16.7,0.0,0.0,137.7,13.3,1016.9,0.0
2021-03-18,11.6,5.0,20.6,0.0,0.0,134.9,19.8,1014.2,0.0
2021-03-19,13.0,8.3,15.0,4.8,0.0,120.3,11.5,1014.3,1.0
2021-03-20,8.7,2.8,12.2,0.0,0.0,307.7,19.8,1016.6,0.0
2021-03-21,5.0,-0.5,10.6,0.0,0.0,294.7,10.4,1022.7,0.0
2021-03-22,5.2,0.6,7.8,11.7,0.0,322.5,12.2,1015.7,1.0
2021-03-23,3.4,-0.5,11.7,0.0,0.0,316.9,25.2,1020.4,0.0
2021-03-24,3.8,-2.7,8.9,1.3,0.0,174.3,9.0,1016.4,1.0
2021-03-25,4.7,1.7,10.0,4.8,0.0,327.8,15.8,1005.6,1.0
2021-03-26,5.5,0.0,13.3,0.0,0.0,309.7,18.7,1017.2,0.0
2021-03-27,7.2,0.0,16.7,0.0,0.0,98.5,9.0,1026.1,0.0
2021-03-28,12.5,5.0,23.9,0.0,0.0,145.1,18.4,1016.7,0.0
2021-03-29,9.2,-0.5,16.1,0.0,0.0,310.8,29.9,1018.7,0.0
2021-03-30,2.9,-2.7,8.9,0.0,0.0,295.4,13.0,1026.9,0.0
2021-03-31,5.1,-1.6,15.6,0.0,0.0,131.6,14.8,1030.2,0.0
2021-04-01,11.3,2.2,23.9,0.0,0.0,144.5,19.8,1016.5,0.0
2021-04-02,14.4,5.6,22.8,0.0,0.0,123.3,13.0,1013.5,0.0
2021-04-03,16.2,7.8,25.6,0.0,0.0,110.2,10.4,1015.8,0.0
2021-04-04,16.2,8.3,22.8,0.0,0.0,296.9,9.0,1013.4,0.0
2021-04-05,10.4,4.4,11.7,0.0,0.0,299.7,24.5,1011.8,0.0
2021-04-06,6.8,0.6,15.6,0.0,0.0,307.0,19.1,1017.2,0.0
2021-04-07,11.6,4.4,21.7,0.0,0.0,151.9,12.2,1014.8,0.0
2021-04-08,11.7,1.7,12.8,0.0,0.0,312.1,22.0,1016.7,0.0
2021-04-09,6.1,-2.1,16.7,0.0,0.0,131.8,8.6,1020.9,0.0
2021-04-10,10.2,2.2,16.1,0.0,0.0,329.2,21.2,1014.0,0.0
2021-04-11,5.1,-2.1,11.1,0.0,0.0,305.0,20.2,1020.0,0.0
2021-04-12,4.9,-3.2,13.9,0.0,0.0,277.5,6.1,1020.1,0.0
2021-04-13,8.1,0.6,13.9,0.0,0.0,357.4,10.8,1014.9,0.0
2021-04-14,8.9,3.3,14.4,0.0,0.0,278.3,11.2,1013.0,0.0
2021-04-15,9.8,4.4,17.2,0.0,0.0,322.7,13.3,1015.7,0.0
2021-04-16,11.7,5.6,17.2,0.0,0.0,152.9,10.4,1019.8,0.0
2021-04-17,11.6,3.9,19.4,0.0,0.0,161.6,10.4,1023.7,0.0
2021-04-18,13.5,4.4,23.9,0.0,0.0,325.7,11.2,1020.2,0.0
2021-04-19,14.4,6.1,18.3,0.0,0.0,327.3,22.3,1016.0,0.0
2021-04-20,9.4,1.1,16.1,0.0,0.0,167.5,10.8,1019.7,0.0
2021-04-21,10.6,3.3,18.9,0.0,0.0,259.0,13.7,1013.5,0.0
2021-04-22,12.1,1.7,20.6,0.0,0.0,329.4,10.1,1007.2,0.0
2021-04-23,12.3,3.3,18.9,0.0,0.0,306.0,9.4,1009.8,0.0
2021-04-24,12.9,8.9,15.6,13.5,0.0,145.3,12.6,1005.7,1.0
2021-04-25,9.2,6.1,13.3,1.8,0.0,196.2,6.8,1006.3,1.0
2021-04-26,8.0,4.4,8.3,9.1,0.0,307.2,10.8,1007.8,1.0
2021-04-27,7.1,2.8,16.7,0.0,0.0,299.9,6.8,1016.5,0.0
2021-04-28,12.4,5.0,21.7,0.0,0.0,324.3,14.0,1022.8,0.0
2021-04-29,17.0,8.9,27.8,0.0,0.0,115.1,7.9,1023.4,0.0
2021-04-30,20.6,11.7,28.3,0.0,0.0,9.2,11.5,1016.3,0.0
2021-05-01,17.9,10.6,23.9,1.3,0.0,311.4,15.5,1009.9,1.0
2021-05-02,12.8,7.8,17.8,0.0,0.0,304.5,26.6,1012.7,0.0
2021-05-03,11.6,4.4,19.4,0.0,0.0,303.5,7.9,1017.2,0.0
2021-05-04,14.0,6.1,21.1,0.0,0.0,299.8,13.0,1016.9,0.0
2021-05-05,15.1,6.1,25.0,0.0,0.0,142.3,11.9,1019.5,0.0
2021-05-06,20.4,11.7,32.2,0.0,0.0,155.5,20.5,1011.4,0.0
2021-05-07,18.7,8.3,21.1,0.0,0.0,324.3,26.6,1012.8,0.0
2021-05-08,9.8,2.8,15.6,0.0,0.0,317.6,16.2,1021.7,0.0
2021-05-09,9.9,2.2,17.2,0.0,0.0,304.6,14.0,1019.1,0.0
2021-05-10,11.3,3.3,19.4,0.0,0.0,328.7,14.0,1017.8,0.0
2021-05-11,13.1,5.0,21.1,0.0,0.0,170.8,11.2,1019.2,0.0
2021-05-12,16.4,7.8,27.8,0.0,0.0,127.5,11.2,1017.0,0.0
2021-05-13,20.7,11.7,27.8,0.0,0.0,356.9,8.6,1014.6,0.0
2021-05-14,19.0,11.7,27.2,0.0,0.0,330.3,10.8,1012.0,0.0
2021-05-15,18.3,11.1,25.0,0.0,0.0,314.1,7.9,1009.8,0.0
2021-05-16,19.6,10.6,29.4,0.0,0.0,320.0,11.9,1008.6,0.0
2021-05-17,22.3,14.4,30.0,0.0,0.0,241.0,12.2,1010.2,0.0
2021-05-18,20.3,12.2,22.8,0.0,0.0,315.0,18.4,1010.4,0.0
2021-05-19,13.8,7.8,16.1,0.0,0.0,312.4,22.0,1009.1,0.0
2021-05-20,10.3,4.4,17.2,0.0,0.0,307.8,22.3,1008.0,0.0
2021-05-21,9.8,5.6,12.8,0.8,0.0,301.6,14.0,1009.4,1.0
2021-05-22,9.2,5.6,13.9,11.4,0.0,288.9,10.4,1014.5,1.0
2021-05-23,9.6,5.6,17.2,0.0,0.0,269.0,9.4,1014.5,0.0
2021-05-24,13.7,10.0,20.6,0.3,0.0,74.2,12.6,1016.7,1.0
2021-05-25,13.7,8.3,18.9,5.8,0.0,311.7,9.4,1016.2,1.0
2021-05-26,12.8,8.9,21.7,0.0,0.0,288.4,6.5,1019.5,0.0
2021-05-27,18.2,11.1,27.8,0.0,0.0,132.8,13.3,1014.4,0.0
2021-05-28,17.6,10.6,21.1,0.0,0.0,310.6,18.4,1017.6,0.0
2021-05-29,15.7,7.8,25.0,0.0,0.0,262.2,11.5,1016.8,0.0
2021-05-30,18.8,8.9,28.3,0.0,0.0,224.5,9.0,1015.9,0.0
2021-05-31,20.9,11.7,30.6,0.0,0.0,334.4,9.0,1016.6,0.0
2021-06-01,23.1,13.9,32.2,0.0,0.0,217.9,8.6,1017.4,0.0
2021-06-02,25.6,17.2,35.6,0.0,0.0,216.8,9.4,1010.1,0.0
2021-06-03,28.2,17.8,39.4,0.0,0.0,214.1,14.0,1010.6,0.0
2021-06-04,27.9,18.9,34.4,0.0,0.0,300.4,12.2,1007.6,0.0
2021-06-05,25.3,16.1,30.0,0.0,0.0,316.9,22.0,1007.3,0.0
2021-06-06,18.3,9.4,25.0,0.0,0.0,319.1,15.5,1009.0,0.0
2021-06-07,17.4,8.3,26.7,0.0,0.0,310.6,11.9,1006.7,0.0
2021-06-08,18.8,12.2,27.2,0.0,0.0,312.1,13.7,1006.1,0.0
2021-06-09,20.0,13.3,26.1,0.0,0.0,302.9,22.3,1009.3,0.0
2021-06-10,14.2,7.2,17.2,19.6,0.0,268.7,18.4,1016.1,1.0
2021-06-11,15.9,10.6,25.6,0.0,0.0,123.3,19.8,1015.5,0.0
2021-06-12,21.4,16.1,28.3,0.0,0.0,315.4,10.1,1013.2,0.0
2021-06-13,25.3,17.8,36.1,0.0,0.0,138.7,13.3,1007.2,0.0
2021-06-14,27.2,18.3,34.4,0.0,0.0,291.9,11.2,1008.1,0.0
2021-06-15,24.7,16.1,31.7,0.0,0.0,315.1,15.1,1013.1,0.0
2021-06-16,19.8,11.1,27.8,0.0,0.0,317.7,15.1,1019.8,0.0
2021-06-17,21.9,12.8,32.8,0.0,0.0,292.5,12.2,1015.4,0.0
2021-06-18,24.8,14.4,36.1,0.0,0.0,284.6,9.4,1013.5,0.0
2021-06-19,26.2,15.6,35.0,0.0,0.0,310.9,14.0,1008.1,0.0
2021-06-20,25.9,17.2,32.8,0.0,0.0,303.8,16.6,1009.8,0.0
2021-06-21,26.4,17.8,35.6,0.0,0.0,154.6,10.4,1010.4,0.0
2021-06-22,29.2,20.6,36.7,0.0,0.0,304.5,19.4,1005.8,0.0
2021-06-23,24.1,15.6,33.3,0.0,0.0,282.9,11.5,1010.0,0.0
2021-06-24,25.7,17.2,35.0,0.0,0.0,317.6,14.8,1010.2,0.0
2021-06-25,26.6,16.1,34.4,0.0,0.0,311.1,15.5,1014.1,0.0
2021-06-26,27.1,18.3,35.0,0.0,0.0,252.7,8.6,1017.0,0.0
2021-06-27,29.2,21.1,37.2,0.0,0.0,165.7,11.5,1013.7,0.0
2021-06-28,31.0,22.2,39.4,0.0,0.0,145.1,13.0,1010.9,0.0
2021-06-29,32.4,23.3,40.6,0.0,0.0,146.8,10.8,1008.0,0.0
2021-06-30,33.9,25.6,40.0,0.0,0.0,139.1,18.4,1006.5,0.0
2021-07-01,32.1,22.2,39.4,0.0,0.0,122.1,16.2,1011.1,0.0
2021-07-02,29.9,22.2,38.9,0.0,0.0,133.6,10.4,1008.5,0.0
2021-07-03,31.4,22.2,39.4,0.0,0.0,118.4,11.9,1008.2,0.0
2021-07-04,31.2,23.3,38.3,0.0,0.0,187.8,10.1,1008.5,0.0
2021-07-05,30.4,23.3,38.3,0.0,0.0,144.8,11.9,1011.0,0.0
2021-07-06,31.1,21.7,41.7,0.0,0.0,120.7,12.6,1010.1,0.0
2021-07-07,33.2,26.1,37.2,0.0,0.0,304.5,16.9,1006.2,0.0
2021-07-08,28.1,17.8,37.2,0.0,0.0,295.4,9.4,1008.5,0.0
2021-07-09,27.7,17.8,35.0,0.0,0.0,306.5,10.8,1013.6,0.0
2021-07-10,29.1,20.6,40.0,0.0,0.0,144.7,9.0,1013.7,0.0
2021-07-11,30.2,21.7,36.7,0.0,0.0,268.3,10.8,1011.1,0.0
2021-07-12,28.4,18.9,38.9,0.0,0.0,272.6,10.4,1009.2,0.0
2021-07-13,28.6,19.4,36.1,0.0,0.0,303.2,10.8,1008.6,0.0
2021-07-14,28.4,19.4,37.2,0.0,0.0,200.9,10.8,1009.1,0.0
2021-07-15,29.3,21.1,36.7,0.0,0.0,304.0,11.2,1006.6,0.0
2021-07-16,26.9,17.2,35.6,0.0,0.0,283.3,8.3,1008.0,0.0
2021-07-17,26.5,16.7,36.7,0.0,0.0,272.9,9.4,1010.8,0.0
2021-07-18,28.3,19.4,38.3,0.0,0.0,232.5,8.6,1012.7,0.0
2021-07-19,31.3,26.7,36.1,0.0,0.0,131.0,14.0,1012.4,0.0
2021-07-20,28.5,22.8,33.3,1.3,0.0,104.9,13.0,1012.7,1.0
2021-07-21,27.1,20.0,35.0,0.3,0.0,318.5,13.3,1010.0,1.0
2021-07-22,24.7,15.6,32.8,0.0,0.0,304.2,10.4,1015.2,0.0
2021-07-23,24.7,15.6,33.9,0.0,0.0,287.6,9.0,1016.0,0.0
2021-07-24,25.8,15.6,35.0,0.0,0.0,276.3,7.2,1015.0,0.0
2021-07-25,26.6,18.3,36.7,0.0,0.0,270.7,7.9,1011.4,0.0
2021-07-26,29.4,21.1,38.9,0.0,0.0,159.5,13.0,1008.5,0.0
2021-07-27,28.7,21.7,37.8,0.0,0.0,292.9,10.8,1013.3,0.0
2021-07-28,28.2,21.7,36.1,0.8,0.0,303.9,10.8,1014.9,1.0
2021-07-29,29.2,21.1,37.2,0.0,0.0,278.0,11.9,1013.7,0.0
2021-07-30,31.2,25.0,37.8,0.0,0.0,157.8,15.5,1012.2,0.0
2021-07-31,30.0,20.6,35.6,21.1,0.0,129.4,15.8,1018.7,1.0
2021-08-01,24.2,20.6,27.8,3.6,0.0,129.5,6.8,1018.0,1.0
2021-08-02,25.1,20.0,33.9,0.0,0.0,182.9,8.3,1018.3,0.0
2021-08-03,27.9,20.6,35.6,0.0,0.0,146.8,10.1,1016.6,0.0
2021-08-04,28.9,19.4,40.6,0.0,0.0,125.7,12.6,1012.0,0.0
2021-08-05,30.1,21.7,36.1,0.0,0.0,307.7,13.0,1007.0,0.0
2021-08-06,25.0,19.4,27.8,0.0,0.0,312.8,15.5,1011.8,0.0
2021-08-07,24.1,16.1,34.4,0.0,0.0,110.1,11.5,1011.5,0.0
2021-08-08,26.3,18.3,30.6,0.0,0.0,319.3,18.0,1007.4,0.0
2021-08-09,20.4,11.7,28.3,0.0,0.0,294.9,10.4,1015.4,0.0
2021-08-10,22.8,14.4,33.9,0.0,0.0,165.7,10.4,1017.8,0.0
2021-08-11,26.3,16.7,36.7,0.0,0.0,283.9,12.2,1013.3,0.0
2021-08-12,28.6,19.4,37.8,0.0,0.0,249.2,8.6,1012.0,0.0
2021-08-13,28.6,18.9,36.7,0.0,0.0,250.3,8.6,1013.7,0.0
2021-08-14,27.6,19.4,36.1,0.0,0.0,301.2,8.6,1019.2,0.0
2021-08-15,27.6,18.9,36.7,0.0,0.0,229.8,9.7,1017.8,0.0
2021-08-16,28.7,20.0,36.1,0.0,0.0,58.9,11.5,1006.7,0.0
2021-08-17,25.4,15.6,27.8,0.0,0.0,309.2,17.3,1003.2,0.0
2021-08-18,18.6,11.7,25.0,0.0,0.0,295.0,19.1,1011.2,0.0
2021-08-19,18.2,11.1,26.7,0.0,0.0,304.4,14.8,1012.1,0.0
2021-08-20,20.8,13.3,29.4,0.0,0.0,138.3,13.0,1010.2,0.0
2021-08-21,21.9,13.9,25.0,1.3,0.0,292.7,13.3,1004.0,1.0
2021-08-22,19.0,11.1,28.9,0.0,0.0,127.4,12.2,1008.7,0.0
2021-08-23,21.4,13.3,27.8,0.0,0.0,3.7,12.2,1007.7,0.0
2021-08-24,18.3,10.0,27.8,0.0,0.0,291.8,7.6,1012.2,0.0
2021-08-25,20.8,13.3,30.0,0.0,0.0,62.9,9.0,1014.5,0.0
2021-08-26,21.8,15.0,28.9,0.0,0.0,277.5,9.4,1013.1,0.0
2021-08-27,20.2,12.2,26.7,0.0,0.0,311.3,10.4,1015.4,0.0
2021-08-28,19.5,10.6,28.3,0.0,0.0,280.1,7.6,1017.6,0.0
2021-08-29,22.0,13.9,32.8,0.0,0.0,135.5,8.3,1011.8,0.0
2021-08-30,24.1,15.6,31.7,0.0,0.0,70.3,9.7,1006.0,0.0
2021-08-31,21.2,12.2,27.2,0.0,0.0,311.5,10.8,1006.3,0.0
2021-09-01,18.0,8.3,26.7,0.0,0.0,314.8,9.4,1008.4,0.0
2021-09-02,17.3,8.3,26.7,0.0,0.0,317.3,9.7,1012.2,0.0
2021-09-03,17.9,8.3,27.8,0.0,0.0,288.8,7.6,1018.2,0.0
2021-09-04,20.1,10.6,32.2,0.0,0.0,129.3,8.3,1015.5,0.0
2021-09-05,23.1,12.8,33.9,0.0,0.0,121.6,7.9,1014.2,0.0
2021-09-06,23.7,13.3,32.8,0.0,0.0,56.0,9.7,1015.0,0.0
2021-09-07,24.2,15.6,34.4,0.0,0.0,174.0,9.4,1015.9,0.0
2021-09-08,25.3,16.7,33.9,0.0,0.0,124.6,10.8,1016.0,0.0
2021-09-09,25.5,17.8,36.7,0.0,0.0,125.5,10.1,1013.8,0.0
